seg_id,time_to_failure
seg_666056,5.31916458
seg_6681ee,1.710819813
seg_66820a,4.002318966
seg_6696d0,4.554123552
seg_66b7c3,7.199169897
seg_66e45a,5.254085999
seg_66ed4d,3.476726139
seg_670bde,5.125183676
seg_67330f,4.99983548
seg_673c60,3.873713185
seg_67599b,5.49569822
seg_679dd2,6.196316066
seg_67aa76,5.296839793
seg_68102c,8.474358043
seg_683ddf,5.453543593
seg_686edc,5.464176237
seg_687a5c,2.222011522
seg_68a484,10.41172179
seg_68da94,3.841327954
seg_691a72,5.113052365
seg_692e7a,7.191674568
seg_6951e0,2.707289139
seg_695380,1.513295875
seg_696621,5.591433197
seg_6968c8,4.960668326
seg_69787a,8.246522392
seg_69a230,4.289809643
seg_69a53e,6.209976775
seg_69dbad,5.351259316
seg_6a05e7,4.684951502
seg_6a116b,4.982109424
seg_6a26de,3.129446308
seg_6a45a0,4.483313353
seg_6a4ad1,9.042844691
seg_6ab188,7.070524272
seg_6ac67a,4.506495369
seg_6ac82a,3.235417218
seg_6ae32d,4.807218825
seg_6b0107,5.991019882
seg_6b2ce0,6.705785506
seg_6b3a9d,3.148681426
seg_6b4e04,9.448128997
seg_6b536d,5.132833019
seg_6b9511,7.727374802
seg_6b9d02,3.827637528
seg_6be48e,3.989447391
seg_6c292b,4.758599171
seg_6c309f,5.646819978
seg_6c34c2,2.285398158
seg_6c8a45,4.485382172
seg_6c909f,3.56170403
seg_6cfb76,4.680142702
seg_6d01a3,7.551069729
seg_6d35cd,1.811027925
seg_6d36a1,8.786486549
seg_6d4109,7.381569164
seg_6d4fa6,4.600938304
seg_6d6fad,5.120252073
seg_6da1ff,6.644595723
seg_6dac5d,10.44813588
seg_6dd0fc,4.930918537
seg_6de4fd,8.621133465
seg_6de935,10.6722884
seg_6df48e,7.808450717
seg_6dfab7,2.942218725
seg_6e12ae,4.824805519
seg_6e12ee,2.640421362
seg_6e1ee7,7.612261505
seg_6e572a,3.480141996
seg_6e5a38,4.17399283
seg_6e7f73,9.17110704
seg_6e98aa,4.879831182
seg_6eb146,8.119329133
seg_6ed49a,6.571897078
seg_6edcb8,5.071251726
seg_6eedcc,8.103411033
seg_6f17de,3.767720294
seg_6f2222,4.181918004
seg_6f3d90,5.78074642
seg_6f60b2,2.869422088
seg_6f650f,7.280802699
seg_6f9a98,6.637878346
seg_6fb17f,4.29658126
seg_6fc3ef,8.251647034
seg_6fc8b3,5.434786456
seg_6fd5bb,7.194337125
seg_7012af,9.229783587
seg_7020c5,8.534285188
seg_702e03,4.022117031
seg_703cea,6.719020097
seg_705463,1.97093138
seg_708349,8.944732425
seg_70991d,4.867039241
seg_709b6a,9.45194314
seg_709d08,5.384823673
seg_70a60e,5.4120142
seg_70b375,5.368149638
seg_70be4d,8.785895215
seg_70e891,4.488800713
seg_70edf5,6.892256326
seg_70fb30,8.656165034
seg_7120ac,5.223637492
seg_71238c,7.732858242
seg_71348a,4.524072782
seg_715e2c,6.587425782
seg_715ff6,8.887810355
seg_7189ca,7.396989418
seg_718b53,3.319662659
seg_71936f,2.104154327
seg_71b4e0,4.467313664
seg_71b975,2.828348625
seg_71c9e9,2.709586161
seg_71f571,4.517381716
seg_7211f1,6.43195818
seg_724df9,-0.517464769
seg_725772,7.823568479
seg_725e84,2.482014148
seg_727fc7,2.990486672
seg_72858d,4.04382115
seg_72859b,5.326731023
seg_72aba8,4.991008642
seg_72b68c,9.051458731
seg_72c307,5.1875413
seg_72ebda,4.639609023
seg_72f40a,6.634148809
seg_730ebe,5.125010873
seg_734a88,7.867730426
seg_73565e,3.507140697
seg_735cdd,5.211780182
seg_73858d,9.219842507
seg_738be6,2.473587022
seg_739643,6.762754144
seg_739679,1.770820322
seg_739856,8.168548694
seg_739fb0,2.772514344
seg_73ab4a,5.852800795
seg_73b0f7,8.533068585
seg_740837,4.713433566
seg_741fc1,7.132317683
seg_74235f,4.091783897
seg_7428e7,6.620255765
seg_743775,6.252958088
seg_74537f,5.356467629
seg_746d1d,5.441766041
seg_7480f4,8.147437956
seg_74b264,5.002550705
seg_74b3bd,6.762898838
seg_74ce61,8.346293453
seg_74d58a,8.57449989
seg_74d8cc,5.894731277
seg_74dda9,6.564638611
seg_74f330,4.783367605
seg_74fcfc,8.776193076
seg_74ffde,5.961531913
seg_750244,7.376373184
seg_750c93,2.182423069
seg_750d20,6.365527971
seg_750e7e,7.294504255
seg_75211e,5.287660541
seg_753190,5.99709461
seg_753ba6,5.418495749
seg_7540f3,5.534688234
seg_75438e,4.895873649
seg_755d50,4.244543511
seg_75654d,4.698168573
seg_758374,2.979182543
seg_758ca4,3.296256521
seg_759fb1,6.031256878
seg_75a878,4.561471989
seg_75c34b,2.732338411
seg_75cd6a,4.60024659
seg_75dc3e,4.866540612
seg_75e669,2.232972022
seg_75e93c,3.718494812
seg_75eb90,7.834098306
seg_75ffc9,5.448354226
seg_760d70,5.311082336
seg_76106f,9.711977702
seg_762188,7.205445888
seg_762be4,2.165685821
seg_7630c5,8.677154543
seg_766e42,4.510567975
seg_76b76f,8.347210692
seg_76c2fa,2.797097394
seg_76d16c,6.420552989
seg_76e914,4.837840221
seg_76f1af,2.841482139
seg_76f3f2,7.894890556
seg_76f76d,4.744094997
seg_774ad2,5.089859137
seg_77bf79,4.959708804
seg_77c546,1.897164836
seg_77db7b,9.818673546
seg_77dbe7,4.394915444
seg_77df38,6.846067692
seg_77e7bf,4.129698192
seg_77ea14,4.791775503
seg_77f9e3,2.199327931
seg_77fe77,6.422318151
seg_7848f8,0.013475174
seg_7862ed,3.721905063
seg_786ff6,7.074806347
seg_78852d,7.194791386
seg_78addc,9.265323529
seg_78d817,3.821432128
seg_78db0a,7.59713927
seg_78ded2,2.450123079
seg_78fc4b,7.148073009
seg_790108,6.122562415
seg_7949da,4.51381495
seg_79c47a,3.097786928
seg_79dc90,5.905580384
seg_79e301,5.4278255
seg_7a09ec,5.140207383
seg_7a521c,5.095069624
seg_7a5243,4.524704598
seg_7a9228,4.752428095
seg_7a9f2b,1.6250115
seg_7aeca4,8.194895379
seg_7b0936,9.6569132
seg_7b2994,3.02629384
seg_7b3017,9.181439186
seg_7b5f90,5.871129334
seg_7bb771,2.664622392
seg_7bec10,9.845617175
seg_7bf143,2.593147679
seg_7c0376,1.766542328
seg_7c10c1,2.285563306
seg_7c2beb,8.225694435
seg_7c2c48,3.26625634
seg_7c6c31,8.36000845
seg_7c88d1,4.761675732
seg_7c9433,4.887192191
seg_7cb417,4.832543296
seg_7cbb45,4.049279474
seg_7cd6b1,4.895016659
seg_7cdfe5,5.320177663
seg_7ce9cb,4.019088486
seg_7cef95,7.770240883
seg_7d17eb,10.93289459
seg_7d2535,2.530397039
seg_7d2e57,6.367522671
seg_7d65c7,8.803362535
seg_7d718e,8.951085438
seg_7d88e3,9.68479243
seg_7d994f,4.671377227
seg_7ddc30,9.05349804
seg_7df3dd,6.539564389
seg_7e3b3e,5.044796133
seg_7e9eb7,9.735657724
seg_7eb108,9.389345788
seg_7ebdc3,3.667290281
seg_7ed2dd,4.721310774
seg_7ef97b,5.76546342
seg_7efdd5,7.40932006
seg_7f3ab0,4.865187758
seg_7f5b6f,10.7398535
seg_7f786b,4.898483197
seg_7f93b2,2.719094761
seg_7f9b3a,5.730916229
seg_7fa6ec,-0.784320528
seg_7fac26,9.219748881
seg_7fd3a3,4.960572967
seg_7fd6b7,7.534664401
seg_80211c,8.398984995
seg_804fb5,6.4421674
seg_80622d,7.798431091
seg_807901,4.765549764
seg_80b9b4,5.831306516
seg_80fb86,5.926606801
seg_812962,4.994587558
seg_812a50,5.077168529
seg_813aab,2.107648485
seg_814b1f,1.472847053
seg_816b7a,2.698281355
seg_818382,5.360823819
seg_81a8ea,8.344005954
seg_81bebd,6.144606748
seg_81c1a6,9.414388782
seg_81c432,4.306224912
seg_81f798,3.341211191
seg_8200d2,4.734873901
seg_82303e,2.844602482
seg_82316b,5.024934114
seg_8244bf,4.522371291
seg_82456a,2.077428546
seg_826208,5.787517175
seg_827804,4.612315303
seg_827a21,5.095110599
seg_827c07,4.82789179
seg_82c138,7.607807832
seg_82ce27,2.425111256
seg_82d7b6,3.539914342
seg_830cff,3.649391428
seg_8310ea,6.28178291
seg_8324a4,6.236059636
seg_8328f5,4.622723139
seg_832a4d,4.306943391
seg_8344ee,4.767716428
seg_8353f5,9.854524668
seg_836aac,4.362922343
seg_836ef0,2.158966451
seg_83bef8,5.127908815
seg_83cb2c,3.847206841
seg_83dc2e,10.01045
seg_83ef67,8.195760479
seg_83f476,4.61139735
seg_83f89e,7.247710399
seg_83f928,7.90698715
seg_8456d3,2.38940338
seg_845a2a,7.755993764
seg_8472f3,7.871436636
seg_848695,3.925272163
seg_84a65d,9.332690184
seg_84b9d9,5.338002448
seg_84c7fb,4.437053304
seg_84fc12,9.783599014
seg_8509db,6.923768273
seg_850d95,3.382772976
seg_8515fd,5.428014773
seg_853302,8.364575222
seg_854d91,8.181070001
seg_857304,5.262926293
seg_85762d,4.882011706
seg_8599ec,5.371444987
seg_85c1c0,4.305923684
seg_85e90e,7.884764315
seg_85e9c6,7.876758804
seg_85fb0a,1.365837676
seg_864fcf,5.030830064
seg_8658b3,7.20842157
seg_86720f,6.596488793
seg_8681aa,6.346256238
seg_86892f,1.979886413
seg_868c85,5.824436267
seg_86cfe9,8.159412966
seg_86d847,8.231688212
seg_86e874,1.931217169
seg_87232d,5.306745806
seg_876904,5.859804952
seg_8773cf,2.982072921
seg_8777bd,10.04678926
seg_8785e2,4.613299369
seg_878d2c,10.8919146
seg_87a616,2.572781363
seg_87a67a,4.678444632
seg_87e4e8,3.966760537
seg_87f6c8,7.888437677
seg_8826f4,5.404974291
seg_885f53,5.992964792
seg_8866f0,2.203891974
seg_88a81d,3.829969263
seg_88b289,10.41864922
seg_890181,7.24617969
seg_89791c,4.07436961
seg_89885a,4.959481372
seg_899bf0,3.017562555
seg_89b090,1.684521099
seg_89d8a0,5.147698128
seg_89e207,5.032492155
seg_89eed6,4.521228212
seg_89f975,2.93319793
seg_8a3306,5.438697759
seg_8a41bf,2.297835345
seg_8a6b0e,2.147718492
seg_8a7201,5.13614576
seg_8a8220,4.960855651
seg_8a8375,6.091018387
seg_8ab3a7,2.281916031
seg_8ae847,5.568617096
seg_8aeb99,8.267727787
seg_8b39c4,9.428011679
seg_8b798b,9.890441002
seg_8baeab,3.526461765
seg_8bc20c,3.285989738
seg_8bde47,8.693261937
seg_8be2da,7.040472057
seg_8be76c,1.240985222
seg_8bec6f,5.023798045
seg_8bf229,4.780711174
seg_8c0114,4.163410227
seg_8c1760,8.473207
seg_8c1cca,4.144446127
seg_8c1e7d,2.272439053
seg_8c341c,7.734073069
seg_8c6d4e,2.693492801
seg_8c6e34,2.889206246
seg_8cd159,3.071439553
seg_8cdf83,5.200791337
seg_8ce632,4.811198375
seg_8cf573,4.36287318
seg_8d030a,4.794664161
seg_8d135f,6.128446589
seg_8d3a9d,6.903310139
seg_8d4435,4.970028816
seg_8d4965,4.978107559
seg_8d5113,5.359107814
seg_8d6578,2.509830747
seg_8d6a7d,2.733813799
seg_8da61a,7.733705493
seg_8db6f0,7.279028755
seg_8dcf3c,9.075248901
seg_8dd2ab,2.341354083
seg_8dd3ba,4.159392023
seg_8dfc7e,3.289769603
seg_8dfd7a,1.452512145
seg_8e5704,9.999865707
seg_8e6a3f,5.591191757
seg_8e7194,4.884364254
seg_8e7fca,4.34468811
seg_8ebdea,7.215176946
seg_8f1127,1.551368474
seg_8f25b0,7.73126924
seg_8f3247,7.211777333
seg_8f3dfe,4.674640908
seg_8f4654,5.036615434
seg_8f4781,2.814931211
seg_8f5589,6.660619079
seg_8f592b,8.554361406
seg_8f6284,4.344480941
seg_8fb0d0,4.240171232
seg_8fb29e,7.902338556
seg_8fb828,9.674269126
seg_8fc754,7.073463783
seg_8fd465,5.770615973
seg_902074,7.866784265
seg_902bc1,8.701174548
seg_903aba,8.967845832
seg_907c52,5.602836525
seg_90a0be,2.249135885
seg_90b174,3.400998323
seg_90bf60,9.021875182
seg_90c258,9.818380034
seg_90e904,1.798323506
seg_90ec68,8.365170967
seg_90ef18,7.598455618
seg_911066,5.192720513
seg_9122aa,2.779903647
seg_913ffc,5.452933578
seg_914a62,5.022142298
seg_91596c,6.940674531
seg_915b3e,5.054429618
seg_91607c,5.035205669
seg_919a6a,3.499370948
seg_919c5c,5.662674878
seg_91bf8c,4.464788491
seg_91cff2,5.790624708
seg_91eaeb,5.198488196
seg_91f512,4.890028926
seg_91f664,2.851259843
seg_91fc29,3.878387119
seg_920132,8.220399154
seg_92092a,5.027932937
seg_922914,5.54740498
seg_922990,5.191094343
seg_92310f,5.498436825
seg_929ded,4.62112641
seg_92a5f1,5.054762586
seg_92af10,7.885243468
seg_92b095,4.845077213
seg_92bd37,5.33594013
seg_92be9f,4.806507868
seg_931244,8.753626018
seg_93211c,7.878254106
seg_932828,8.26424115
seg_934087,5.528915063
seg_939f5c,5.869913835
seg_93d864,4.893320329
seg_93f935,4.74819101
seg_941759,7.489228721
seg_943de0,10.36858603
seg_944c98,3.024087395
seg_945bc8,5.145081463
seg_946d71,9.998584146
seg_946d9a,5.229826581
seg_947700,5.334120842
seg_9485c0,5.532995687
seg_94a133,5.351380963
seg_94aa0a,6.367936098
seg_94c48c,6.21295592
seg_94d150,5.348847625
seg_94d573,7.35881391
seg_94ecad,8.962814268
seg_950048,4.644214636
seg_952faa,2.72362224
seg_95357d,4.977310472
seg_95644e,4.348940352
seg_957ece,3.999645722
seg_95b321,2.467997018
seg_95f45e,8.131812905
seg_961d02,4.82227
seg_961ddf,3.447506039
seg_9626a4,2.900445178
seg_96642e,4.573455486
seg_966f3d,2.333934209
seg_967ae4,7.903674992
seg_96cd5d,4.504264478
seg_96dab2,9.416260177
seg_96db5e,5.109376805
seg_96fa35,5.171411252
seg_970b35,4.647726676
seg_970e86,8.761986044
seg_974049,4.829237216
seg_9757ac,9.242449106
seg_979a8f,4.824707336
seg_97a161,6.326747796
seg_97ad82,6.429516397
seg_97d9ed,8.5496261
seg_97e4a9,8.994685903
seg_9802c3,5.330054363
seg_9825e0,6.74812397
seg_983778,8.75697874
seg_986976,4.263835208
seg_986b6e,9.293591468
seg_9872f9,4.761119223
seg_988e69,2.134762586
seg_98a819,6.855045918
seg_98be13,4.759856864
seg_98c0b6,4.456155798
seg_98c44d,4.94954673
seg_98c544,5.282366516
seg_98ebaa,7.891142088
seg_98f624,8.615324191
seg_9940e8,9.679958025
seg_996c37,8.82356495
seg_99ccbd,5.50810484
seg_99f677,5.728015127
seg_99f76c,4.83574438
seg_9a1a4f,5.921731558
seg_9a1c76,4.873179736
seg_9a43ef,8.453935129
seg_9a6025,5.714269111
seg_9a74d8,5.397459359
seg_9a7c46,4.958501101
seg_9a7d1d,2.174381665
seg_9a812d,4.649646503
seg_9a81a3,6.172360418
seg_9a8a1f,1.719615772
seg_9a9041,7.972891765
seg_9a92db,6.199224098
seg_9aa6e2,2.972728798
seg_9ab405,2.058395977
seg_9ad261,4.899066723
seg_9ad925,8.934360526
seg_9ae1a1,8.75843708
seg_9b0439,6.322362238
seg_9b44d2,8.299624702
seg_9b7ef8,9.011071912
seg_9b7f93,5.431587014
seg_9bab11,9.083327449
seg_9bd388,6.045248712
seg_9bee43,5.204718969
seg_9c00d7,9.505696556
seg_9c090f,2.889874243
seg_9c2843,2.153464744
seg_9c3d6a,9.143337314
seg_9c3ef8,6.614314487
seg_9c635d,10.33078747
seg_9c6715,4.223268382
seg_9c8162,4.964422811
seg_9c8bc8,5.018055853
seg_9ca72e,5.086750099
seg_9caf50,7.933881718
seg_9cb464,4.932184406
seg_9d1b26,4.227009701
seg_9d1dbe,8.186467783
seg_9d2528,5.14624186
seg_9d3013,8.79608431
seg_9d452d,2.715249288
seg_9d57a1,5.266850702
seg_9d68cf,4.394375105
seg_9d6ff0,3.238098166
seg_9d7490,5.452883569
seg_9d79d4,5.760698795
seg_9dcae1,5.873936136
seg_9ddc99,5.038634831
seg_9dea8d,8.707693205
seg_9df32d,5.389192605
seg_9e25e9,3.283308275
seg_9e3837,4.0569277
seg_9e61da,2.127621926
seg_9e7dff,4.089719966
seg_9e8323,4.680287926
seg_9e8ca4,8.346761752
seg_9e962b,4.583802738
seg_9ee0aa,7.429024249
seg_9f042e,7.143666253
seg_9f12c6,2.940253647
seg_9f22a0,8.959374656
seg_9f4fd4,8.636052739
seg_9f57c4,6.625497882
seg_9f6315,5.222724752
seg_9f7542,9.090306754
seg_9fc7c2,4.399828824
seg_9fd9b8,3.330260097
seg_9fe8b9,6.651692716
seg_a00985,4.536442684
seg_a009e6,7.501552456
seg_a03e6a,4.619802015
seg_a05c22,3.719045861
seg_a06228,6.126621872
seg_a0646a,4.695334174
seg_a0979e,5.466711503
seg_a0a423,3.035585719
seg_a11dd5,3.464791404
seg_a12acb,4.501527845
seg_a133bc,4.732769571
seg_a14212,4.078244277
seg_a16a1b,2.015344759
seg_a173d8,4.962581046
seg_a18246,6.209825286
seg_a1a511,4.262084594
seg_a1acb2,5.050033116
seg_a1b3cc,5.131978256
seg_a1d8da,4.934267948
seg_a1e5b0,8.587605622
seg_a1edc1,4.726137724
seg_a247ac,8.264612312
seg_a25c46,4.193362768
seg_a2986f,8.094467901
seg_a2c108,8.868305642
seg_a2d47d,4.932144455
seg_a2e2c8,4.485018927
seg_a2fd8b,3.401649551
seg_a31d6e,6.141254362
seg_a31fe3,7.992243513
seg_a35c82,8.003992707
seg_a35e7c,7.995908108
seg_a39ebc,6.323557671
seg_a39f3b,8.002860699
seg_a39fa8,9.423877659
seg_a3ab46,4.111358003
seg_a3d4d6,2.984673605
seg_a41c2c,6.752043494
seg_a4208a,4.413219377
seg_a420d4,3.387810461
seg_a436bc,10.18759502
seg_a437cb,5.183998454
seg_a45455,6.173797548
seg_a47cce,6.461725313
seg_a489e1,6.104744602
seg_a49ccc,3.809509649
seg_a4ad7c,9.720652792
seg_a4e745,9.567820884
seg_a50d28,9.299684044
seg_a5271e,2.357062665
seg_a53e4c,5.36058057
seg_a543e5,7.806005286
seg_a55540,9.668546332
seg_a55a17,4.498209057
seg_a56c04,4.025913205
seg_a58a6e,2.049598362
seg_a5934a,9.604960322
seg_a5d37f,2.74518149
seg_a5dea6,8.509876331
seg_a5f4dd,4.610722094
seg_a5fbcc,5.318799261
seg_a61e1c,5.616639909
seg_a63573,5.845309415
seg_a674d2,6.017360841
seg_a68007,3.23863281
seg_a68ffb,5.827396372
seg_a69246,8.706509118
seg_a6959c,7.118583381
seg_a6bf91,6.599678226
seg_a6c5cc,1.545351641
seg_a6cd86,4.801517851
seg_a6e801,4.733038809
seg_a6e99c,2.537658204
seg_a6eed3,5.224737335
seg_a704ee,5.135979997
seg_a7561c,4.79029644
seg_a7b454,3.300205991
seg_a7d0eb,4.193502733
seg_a7e49b,5.133745522
seg_a80123,5.422062162
seg_a802fa,9.396716159
seg_a80f6f,5.57031783
seg_a82229,6.065254988
seg_a84c13,2.378984551
seg_a86231,5.534743393
seg_a8685e,6.935732231
seg_a86a05,7.284376212
seg_a87e79,2.348109056
seg_a88097,9.493706047
seg_a88dde,7.40592657
seg_a8bb2f,4.820466149
seg_a8ddf7,4.84626918
seg_a8e6df,5.117663637
seg_a8e71a,4.627516101
seg_a9089b,1.367391342
seg_a91c03,6.775946515
seg_a93a88,8.207949071
seg_a96b47,5.084804097
seg_a975df,5.277899249
seg_a99161,4.865358993
seg_a99799,2.778537517
seg_a99be9,7.750507591
seg_a9a820,3.12589617
seg_a9b957,3.739256537
seg_a9f80e,7.34000925
seg_aa0180,3.085946539
seg_aa1adf,2.624209953
seg_aa508a,1.877004116
seg_aa78e0,5.800188332
seg_aa7a4b,4.362883312
seg_aa98cc,-0.045572198
seg_aa9b8e,7.513488554
seg_aaa2ae,2.454251381
seg_aabc52,9.994831197
seg_aae025,9.166906563
seg_ab001b,4.185071964
seg_ab15ad,5.736330398
seg_ab2a78,5.019673016
seg_ab3f14,7.97963565
seg_ab4bca,2.274365878
seg_ab644e,5.342695675
seg_ab70bd,6.670294081
seg_ab9654,8.519810744
seg_aba501,4.569820897
seg_abaad2,7.599959593
seg_abb03a,4.801926414
seg_abb06a,4.493002189
seg_abc5fd,6.810074625
seg_abda04,8.044554045
seg_abeca6,9.931753009
seg_ac45ae,7.900836616
seg_ac5c61,9.557486032
seg_ac68bb,2.240109086
seg_ac9de5,2.524864539
seg_acd715,9.906398577
seg_acf2f4,7.849418003
seg_ad3a44,5.474468527
seg_ad3cf0,2.833235935
seg_ad591c,7.427985617
seg_ad759c,3.599511671
seg_ad82ca,5.605886245
seg_ad949a,3.026815149
seg_ada42c,4.474086969
seg_ada81a,9.570355448
seg_ade769,6.458768485
seg_adf94a,2.42694117
seg_adf986,7.123243261
seg_ae32a6,6.452956044
seg_ae3388,6.649876235
seg_ae3d92,4.76285026
seg_ae42b3,8.994751828
seg_ae9626,2.334575618
seg_ae9761,8.354947741
seg_aec276,8.615755599
seg_aed434,7.010713834
seg_aee7c0,7.871941707
seg_aee9bf,3.702781203
seg_aeeb31,1.530819207
seg_af1650,3.523909258
seg_af2472,3.269955971
seg_af6204,4.493104205
seg_af703b,7.850273854
seg_af959f,7.606678618
seg_afa4a1,7.545458936
seg_afadfb,6.944487176
seg_afca81,2.595320299
seg_afd665,5.161169694
seg_b00f05,8.003763738
seg_b02e31,7.204745023
seg_b03de5,9.650912503
seg_b08e9d,10.56717903
seg_b0a794,2.048432086
seg_b0bf65,5.273894802
seg_b0cf32,9.325992647
seg_b0d251,5.161475302
seg_b0f9cd,6.699327889
seg_b108c9,4.327286731
seg_b13220,5.185345259
seg_b13fb9,6.745541117
seg_b197e2,4.541904814
seg_b1a35c,7.123590161
seg_b1b95e,3.662344445
seg_b1fea8,5.198360349
seg_b20487,10.23981671
seg_b21273,5.315119391
seg_b23489,2.033785692
seg_b253ee,3.321006276
seg_b25dde,1.261329459
seg_b26368,4.79781892
seg_b284b2,5.841043726
seg_b291c0,5.947650347
seg_b2b29d,8.735897575
seg_b2b331,4.842583594
seg_b2e045,4.152937786
seg_b31961,5.114549834
seg_b32d1d,4.673723999
seg_b35174,1.534374312
seg_b36650,1.935977051
seg_b36c8a,2.406303056
seg_b378bc,2.460453834
seg_b3883e,5.838386267
seg_b3cf21,4.815982849
seg_b3d886,3.055512326
seg_b402ac,4.253776715
seg_b41d3c,4.622917158
seg_b42170,3.634753211
seg_b4402d,7.737113427
seg_b44c2e,6.39555181
seg_b47c19,7.423388151
seg_b4c040,4.537909414
seg_b4cb44,9.631050179
seg_b4f7a8,4.57609614
seg_b50239,1.537217481
seg_b51380,9.770625099
seg_b51b7c,5.368829869
seg_b52710,2.872554738
seg_b52add,9.108483384
seg_b52dac,4.889724099
seg_b54024,4.62659034
seg_b568c6,6.414475203
seg_b57e76,5.449678037
seg_b5804a,4.804359011
seg_b58542,4.853253408
seg_b5a447,6.804941138
seg_b5aee9,5.282739347
seg_b6254c,4.099929124
seg_b63de1,4.601617247
seg_b64c9c,8.554962144
seg_b66b87,2.153851139
seg_b686e5,3.498912321
seg_b687fc,4.955490624
seg_b691c5,1.651889201
seg_b69455,8.052556952
seg_b695b3,3.971333539
seg_b6bdaa,7.352207992
seg_b6c10d,6.66172977
seg_b6cb2b,4.248064876
seg_b72413,8.245475421
seg_b735a5,6.715390269
seg_b77bf5,9.011786277
seg_b782c7,7.504147333
seg_b78883,9.930226869
seg_b7a8a1,5.118409034
seg_b7b098,4.070049411
seg_b7da0a,3.024746518
seg_b7eeb6,7.277649177
seg_b80358,7.071284076
seg_b80366,8.692092826
seg_b80b89,5.285838094
seg_b8141c,2.078905999
seg_b853c1,7.556651845
seg_b853f8,5.237399633
seg_b86ce1,4.82522446
seg_b8725b,4.016839998
seg_b8745c,10.0933858
seg_b87cf5,7.671579363
seg_b88baa,6.655529555
seg_b89218,9.295808628
seg_b89e47,4.134344628
seg_b8b72f,4.780369726
seg_b8bb87,8.363827206
seg_b8fd73,8.672699196
seg_b91011,5.028732408
seg_b917b5,7.172789545
seg_b91ae2,3.808799134
seg_b9361a,4.855039137
seg_b9365c,4.101986415
seg_b947ae,3.472904499
seg_b95010,3.913242529
seg_b95a77,9.112998955
seg_b9619c,5.282744283
seg_b9ad7f,4.75291086
seg_b9bdd7,5.481210593
seg_b9d8a0,6.24256663
seg_b9de03,4.960674994
seg_b9ec4b,3.196097848
seg_ba0485,9.025127491
seg_ba1d68,2.660794974
seg_ba2c48,5.354305116
seg_ba3c47,2.985100773
seg_ba3e74,4.305919519
seg_ba4ea3,8.114109156
seg_ba5e7e,4.193919885
seg_ba83da,4.481943257
seg_ba941e,6.721405843
seg_ba98dc,4.949886044
seg_ba9dbf,2.203292733
seg_baa745,5.209299378
seg_bb171f,7.523643379
seg_bb180c,5.326435994
seg_bb2d77,4.153275685
seg_bb5e15,4.460996544
seg_bb6904,2.274738548
seg_bb6fcb,5.147096907
seg_bb92b1,5.201990467
seg_bbb01e,7.36015145
seg_bbbc30,6.002993064
seg_bbf805,5.263016239
seg_bbfd4e,7.051471978
seg_bc07c8,1.498008737
seg_bc1d67,7.794834049
seg_bc2186,7.24507157
seg_bc437b,8.435338847
seg_bca500,6.023775084
seg_bcc8f1,5.045626047
seg_bce23c,6.8183401
seg_bce305,4.3018845
seg_bcf2d9,5.215222762
seg_bcf6af,6.65540211
seg_bcfad6,5.239508308
seg_bd00c4,2.947079954
seg_bd2b0c,5.320678177
seg_bd31bf,4.62327315
seg_bd40f2,8.705689383
seg_bd4d30,4.888727714
seg_bd5022,1.574431253
seg_bd629b,5.050321668
seg_bd6f5f,9.463663815
seg_bd7109,5.144522863
seg_bdae02,9.256980547
seg_bdf84b,6.635768656
seg_be0cdc,2.169655709
seg_be0dfa,6.035216125
seg_be19e2,5.70830799
seg_be30ce,4.999277911
seg_be4612,9.755107018
seg_be62ef,7.017892226
seg_be65f2,2.162948473
seg_be811d,4.536863864
seg_beb650,6.035498789
seg_beda44,5.098271713
seg_bee792,4.517584313
seg_bf1294,2.670454454
seg_bf1430,4.607850763
seg_bf1a72,4.936148201
seg_bf2d1f,8.678014439
seg_bf4bf2,1.757343997
seg_bf4ec0,7.588098203
seg_bf58ce,7.797144503
seg_bf7224,3.085775957
seg_bfdd14,4.047391577
seg_bfe0b6,8.699304672
seg_bff05e,8.397713629
seg_bff392,2.4765025
seg_c01a57,2.202017727
seg_c01d9a,8.651168245
seg_c01f63,7.371662024
seg_c0260d,6.533796806
seg_c047b7,4.659542908
seg_c05a7d,8.254058312
seg_c07b7c,2.458580467
seg_c08d36,5.609250826
seg_c09a41,2.902875362
seg_c0c0ed,5.297439273
seg_c0d7da,5.660126392
seg_c0e1b9,3.791424674
seg_c0ea9f,5.672198956
seg_c106ca,3.975251485
seg_c10a58,6.581366278
seg_c11828,2.691235392
seg_c11a4f,4.829642309
seg_c12d7d,9.767525784
seg_c146a8,6.82220969
seg_c15d21,8.350415574
seg_c17817,3.820494875
seg_c179f8,5.223629294
seg_c183e4,2.731621426
seg_c186dc,5.164877259
seg_c18d5a,3.007162341
seg_c1fe9a,4.91397565
seg_c20a27,5.926752532
seg_c20c06,4.180642938
seg_c21723,4.716621128
seg_c21d60,4.697332506
seg_c22bd4,9.770338885
seg_c23429,4.817849269
seg_c23641,1.985248575
seg_c243a6,1.362436609
seg_c24946,3.974641255
seg_c25855,8.798717819
seg_c267a5,3.162585472
seg_c26fb4,2.079414465
seg_c27591,4.899697026
seg_c2a0c8,3.643960629
seg_c2b8f7,4.065797843
seg_c3507f,4.358218372
seg_c35940,2.743818546
seg_c365de,1.750349664
seg_c3836b,4.541960407
seg_c3f672,8.044901339
seg_c3f8d7,4.46140344
seg_c41d1d,5.175157845
